timestamp,engine_id,mission_id,mission_phase,load_fraction,ambient_temperature_c,rpm,oil_temperature_c,coolant_temperature_c,oil_pressure_bar,manifold_pressure_bar,fuel_flow_kg_h,vibration_rms,exhaust_temperature_c,health_index,degradation_index,anomaly,fault_type,rul_hours,mission_duration_hours,mission_completion
2026-01-01 00:04:50,ENG-001,MISSION-001,takeoff,0.9016,28.001,4326.813,97.055,95.416,4.147,1.369,3.851,0.2681,671.123,0.9297,0.0703,0,normal,219.3,6.329,1
2026-01-01 00:05:00,ENG-001,MISSION-001,takeoff,0.8994,27.417,4303.278,94.06,100.308,4.025,1.418,4.004,0.3058,657.731,0.8988,0.1012,0,normal,211.768,5.241,1
2026-01-01 00:05:10,ENG-001,MISSION-001,takeoff,0.8908,26.719,4322.214,92.303,101.435,4.389,1.377,3.939,0.2952,660.317,0.9445,0.0555,0,normal,216.204,2.469,1
2026-01-01 00:05:20,ENG-001,MISSION-001,takeoff,0.9144,28.568,4299.545,91.823,102.253,4.245,1.447,3.98,0.272,657.784,0.9463,0.0537,0,normal,214.849,5.261,1
2026-01-01 00:05:30,ENG-001,MISSION-001,takeoff,0.8392,24.66,4228.536,93.759,96.942,4.317,1.297,3.778,0.3234,647.513,0.9516,0.0484,0,normal,217.111,2.325,1
2026-01-01 00:05:40,ENG-001,MISSION-001,takeoff,0.9503,26.493,4437.379,96.967,100.255,4.089,1.432,3.838,0.279,691.034,0.9257,0.0743,0,normal,214.958,2.424,1
2026-01-01 00:05:50,ENG-001,MISSION-001,takeoff,0.8464,26.985,4237.543,92.826,96.37,4.324,1.388,3.91,0.3034,648.042,0.9163,0.0837,0,normal,214.885,4.913,1
2026-01-01 00:06:00,ENG-001,MISSION-001,takeoff,0.9062,25.492,4331.929,99.466,98.348,3.9,1.375,3.891,0.296,675.149,0.9386,0.0614,0,normal,214.05,4.999,1
2026-01-01 00:06:10,ENG-001,MISSION-001,takeoff,0.8209,26.994,4181.573,90.905,97.066,4.363,1.333,3.782,0.237,667.026,0.9515,0.0485,0,normal,218.053,4.034,1
2026-01-01 00:06:20,ENG-001,MISSION-001,takeoff,0.8474,25.348,4200.662,89.26,95.213,4.046,1.346,3.531,0.2488,664.18,0.9511,0.0489,0,normal,214.429,5.731,1
2026-01-01 00:06:30,ENG-001,MISSION-001,takeoff,0.9331,27.548,4367.063,95.218,101.808,3.949,1.399,4.023,0.315,679.206,0.9244,0.0756,0,normal,219.2,4.324,1
2026-01-01 00:06:40,ENG-001,MISSION-001,takeoff,0.8709,28.033,4307.526,91.314,102.295,4.159,1.377,3.762,0.283,668.244,0.9225,0.0775,0,normal,214.81,5.522,1
2026-01-01 00:06:50,ENG-001,MISSION-001,takeoff,0.9094,27.133,4325.529,93.854,99.419,4.197,1.366,3.985,0.2928,662.406,0.926,0.074,0,normal,214.037,4.099,1
2026-01-01 00:07:00,ENG-001,MISSION-001,takeoff,0.8883,24.626,4267.429,92.567,95.546,3.97,1.383,3.887,0.2278,653.872,0.9476,0.0524,0,normal,213.473,6.29,1
2026-01-01 00:07:10,ENG-001,MISSION-001,takeoff,0.8763,25.733,4257.411,92.044,95.62,4.037,1.388,3.866,0.2919,663.199,0.9313,0.0687,0,normal,215.1,5.476,1
2026-01-01 00:07:20,ENG-001,MISSION-001,takeoff,0.9277,27.614,4369.487,92.798,101.532,4.049,1.407,3.871,0.2909,679.01,0.9332,0.0668,0,normal,212.071,2.96,1
2026-01-01 00:07:30,ENG-001,MISSION-001,takeoff,0.8717,27.005,4253.716,95.557,98.032,4.081,1.347,3.81,0.2731,669.465,0.9312,0.0688,0,normal,213.76,6.118,1
2026-01-01 00:07:40,ENG-001,MISSION-001,takeoff,0.8177,23.789,4189.283,91.303,97.428,4.255,1.358,3.648,0.2806,644.665,0.9193,0.0807,0,normal,213.269,6.704,1
2026-01-01 00:07:50,ENG-001,MISSION-001,takeoff,0.8519,28.557,4251.289,91.641,96.822,4.54,1.376,3.808,0.2612,658.032,0.9308,0.0692,0,normal,213.915,2.395,1
2026-01-01 00:08:00,ENG-001,MISSION-001,takeoff,0.8993,27.272,4342.854,95.454,100.766,4.106,1.365,4.0,0.2697,670.744,0.9225,0.0775,0,normal,213.83,5.66,1
2026-01-01 00:08:10,ENG-001,MISSION-001,takeoff,0.8938,26.168,4354.686,94.543,98.406,3.991,1.356,3.894,0.2715,666.481,0.9333,0.0667,0,normal,213.814,6.743,1
2026-01-01 00:08:20,ENG-001,MISSION-001,takeoff,0.8252,28.388,4222.031,91.4,95.548,4.003,1.315,3.554,0.2559,649.345,0.9292,0.0708,0,normal,212.899,2.688,1
2026-01-01 00:08:30,ENG-001,MISSION-001,takeoff,0.8546,26.423,4203.228,93.449,96.855,4.073,1.373,3.782,0.3308,652.013,0.9228,0.0772,0,normal,216.437,7.41,1
2026-01-01 00:08:40,ENG-001,MISSION-001,takeoff,0.8596,26.453,4221.023,92.048,94.999,4.051,1.373,4.026,0.2794,658.444,0.9603,0.0397,0,normal,213.425,4.489,0
2026-01-01 00:08:50,ENG-001,MISSION-001,takeoff,0.8672,27.752,4258.32,93.649,101.582,4.179,1.389,3.963,0.2451,661.368,0.9396,0.0604,0,normal,218.736,6.427,1
2026-01-01 00:09:00,ENG-001,MISSION-001,takeoff,0.8318,29.501,4185.619,92.259,96.935,4.225,1.336,3.397,0.3124,647.536,0.9422,0.0578,0,normal,212.199,7.394,1
2026-01-01 00:09:10,ENG-001,MISSION-001,takeoff,0.858,29.355,4206.678,92.302,99.083,4.087,1.34,3.775,0.2539,661.865,0.945,0.055,0,normal,214.325,7.938,1
2026-01-01 00:09:20,ENG-001,MISSION-001,takeoff,0.8545,27.881,4223.618,91.625,96.65,4.374,1.383,3.855,0.2685,663.991,0.9383,0.0617,0,normal,209.966,5.504,1
2026-01-01 00:09:30,ENG-001,MISSION-001,takeoff,0.907,28.046,4304.68,97.383,98.053,3.933,1.382,3.914,0.3172,677.592,0.9063,0.0937,0,normal,215.136,6.226,1
2026-01-01 00:09:40,ENG-001,MISSION-001,takeoff,0.9083,28.483,4309.32,93.262,98.981,4.071,1.405,3.866,0.2225,662.721,0.9486,0.0514,0,normal,209.727,3.51,1
2026-01-01 00:09:50,ENG-001,MISSION-001,takeoff,0.8749,26.067,4257.662,93.933,100.295,4.152,1.334,3.807,0.2781,664.515,0.9154,0.0846,0,normal,212.481,3.74,1
2026-01-01 00:10:00,ENG-001,MISSION-001,takeoff,0.8663,28.391,4305.769,92.754,96.787,4.267,1.357,3.838,0.242,651.631,0.963,0.037,0,normal,210.533,7.105,1
2026-01-01 00:10:10,ENG-001,MISSION-001,takeoff,0.8849,26.779,4297.772,92.236,96.859,4.252,1.407,3.735,0.2782,665.361,0.9385,0.0615,0,normal,212.177,4.389,1
2026-01-01 00:10:20,ENG-001,MISSION-001,takeoff,0.8514,28.084,4318.39,90.658,97.975,4.178,1.339,3.877,0.2813,650.313,0.9294,0.0706,0,normal,210.314,6.935,1
2026-01-01 00:10:30,ENG-001,MISSION-001,takeoff,0.8399,27.47,4216.477,91.084,98.202,4.255,1.369,3.723,0.2724,663.186,0.9216,0.0784,0,normal,208.781,2.304,1
2026-01-01 00:10:40,ENG-001,MISSION-001,takeoff,0.8471,28.386,4212.116,91.197,100.729,4.036,1.295,3.658,0.2739,661.792,0.9191,0.0809,0,normal,209.928,3.31,1
2026-01-01 00:10:50,ENG-001,MISSION-001,takeoff,0.8578,27.968,4240.219,90.033,98.715,4.21,1.347,3.895,0.3064,667.283,0.9175,0.0825,0,normal,214.314,3.021,1
2026-01-01 00:11:00,ENG-001,MISSION-001,takeoff,0.8393,24.18,4222.078,90.261,97.525,4.263,1.345,3.564,0.2728,660.235,0.9379,0.0621,0,normal,211.482,5.162,1
2026-01-01 00:11:10,ENG-001,MISSION-001,takeoff,0.8857,28.124,4307.613,93.736,99.997,4.281,1.426,3.796,0.2736,662.902,0.9397,0.0603,0,normal,206.945,2.483,1
2026-01-01 00:11:20,ENG-001,MISSION-001,takeoff,0.9055,28.721,4393.57,96.701,97.805,3.837,1.366,3.865,0.293,668.779,0.9158,0.0842,0,normal,212.758,4.063,1
2026-01-01 00:11:30,ENG-001,MISSION-001,takeoff,0.8245,28.527,4157.562,91.749,95.051,4.059,1.355,3.891,0.3103,661.465,0.9345,0.0655,0,normal,207.644,7.917,1
2026-01-01 00:11:40,ENG-001,MISSION-001,takeoff,0.8809,27.91,4317.395,88.41,96.32,4.226,1.407,3.761,0.2683,661.339,0.9538,0.0462,0,normal,211.585,6.765,1
2026-01-01 00:11:50,ENG-001,MISSION-001,takeoff,0.8723,30.045,4279.413,93.608,96.053,3.816,1.356,3.591,0.2511,650.989,0.951,0.049,0,normal,210.963,6.564,1
2026-01-01 00:12:00,ENG-001,MISSION-001,takeoff,0.892,28.489,4249.67,92.467,100.304,4.162,1.379,3.808,0.222,672.935,0.947,0.053,0,normal,210.974,2.811,1
2026-01-01 00:12:10,ENG-001,MISSION-001,takeoff,0.8795,28.681,4304.891,94.128,99.422,4.206,1.381,3.89,0.2458,665.591,0.9213,0.0787,0,normal,213.919,4.187,1
2026-01-01 00:12:20,ENG-001,MISSION-001,takeoff,0.8291,29.45,4237.926,91.104,97.384,4.082,1.304,3.773,0.2574,661.552,0.9275,0.0725,0,normal,207.068,6.084,1
2026-01-01 00:12:30,ENG-001,MISSION-001,takeoff,0.8358,28.673,4172.722,91.263,92.807,4.076,1.334,3.947,0.2732,655.206,0.9174,0.0826,0,normal,210.52,2.13,1
2026-01-01 00:12:40,ENG-001,MISSION-001,takeoff,0.881,27.201,4283.656,92.957,102.097,3.973,1.411,3.98,0.2591,663.626,0.9374,0.0626,0,normal,211.995,4.604,1
2026-01-01 00:12:50,ENG-001,MISSION-001,takeoff,0.916,25.393,4280.68,94.755,97.787,3.979,1.417,3.966,0.294,684.349,0.9266,0.0734,0,normal,207.091,7.572,1
2026-01-01 00:13:00,ENG-001,MISSION-001,takeoff,0.8025,27.787,4102.159,92.467,99.848,4.111,1.317,3.533,0.2553,634.031,0.918,0.082,0,normal,206.688,2.494,1
2026-01-01 00:13:10,ENG-001,MISSION-001,takeoff,0.8921,29.313,4338.872,93.611,96.631,4.002,1.39,4.035,0.2537,662.751,0.9346,0.0654,0,normal,207.688,7.438,1
2026-01-01 00:13:20,ENG-001,MISSION-001,takeoff,0.9216,28.016,4333.0,96.983,98.746,3.936,1.422,3.93,0.3049,669.366,0.9206,0.0794,0,normal,209.071,3.167,1
2026-01-01 00:13:30,ENG-001,MISSION-001,takeoff,0.8746,29.441,4235.014,94.402,94.612,4.082,1.394,3.753,0.3044,646.499,0.9406,0.0594,0,normal,204.586,3.135,1
2026-01-01 00:13:40,ENG-001,MISSION-001,takeoff,0.8993,28.698,4322.467,95.073,100.006,4.041,1.378,3.852,0.2499,674.794,0.935,0.065,0,normal,209.344,3.173,1
2026-01-01 00:13:50,ENG-001,MISSION-001,takeoff,0.8554,30.105,4221.611,89.057,96.16,4.355,1.399,3.641,0.2757,653.366,0.9351,0.0649,0,normal,204.298,7.588,1
2026-01-01 00:14:00,ENG-001,MISSION-001,takeoff,0.8758,28.245,4261.325,94.59,96.302,4.08,1.409,3.771,0.2178,667.833,0.9496,0.0504,0,normal,210.905,5.622,1
2026-01-01 00:14:10,ENG-001,MISSION-001,takeoff,0.8233,29.2,4207.629,90.255,94.655,4.187,1.353,3.659,0.2358,652.843,0.9191,0.0809,0,normal,208.809,6.505,1
2026-01-01 00:14:20,ENG-001,MISSION-001,takeoff,0.7979,29.286,4101.789,90.881,97.409,4.134,1.298,3.672,0.2441,646.51,0.9361,0.0639,0,normal,212.161,4.198,1
2026-01-01 00:14:30,ENG-001,MISSION-001,takeoff,0.913,30.52,4304.391,93.003,101.591,3.975,1.376,3.899,0.3128,669.651,0.9272,0.0728,0,normal,208.903,7.24,1
2026-01-01 00:14:40,ENG-001,MISSION-001,takeoff,0.8455,26.709,4224.869,89.963,100.654,3.912,1.344,3.62,0.2575,650.595,0.9186,0.0814,0,normal,206.323,5.492,1
2026-01-01 00:14:50,ENG-001,MISSION-001,takeoff,0.8641,28.246,4284.998,96.109,97.089,3.906,1.367,3.64,0.2597,661.361,0.919,0.081,0,normal,204.941,5.599,1
2026-01-01 00:15:00,ENG-001,MISSION-001,takeoff,0.8315,29.854,4238.102,89.828,97.998,3.984,1.298,3.729,0.2774,659.006,0.9148,0.0852,0,normal,207.388,6.514,1
2026-01-01 00:15:10,ENG-001,MISSION-001,takeoff,0.8307,30.729,4173.067,93.125,95.214,4.173,1.355,3.706,0.2699,650.99,0.9284,0.0716,0,normal,206.569,6.642,1
2026-01-01 00:15:20,ENG-001,MISSION-001,takeoff,0.8739,29.201,4303.941,93.094,98.007,4.234,1.406,3.765,0.254,657.256,0.934,0.066,0,normal,209.463,6.091,1
2026-01-01 00:15:30,ENG-001,MISSION-001,takeoff,0.8545,28.601,4209.214,91.477,96.997,3.905,1.374,3.721,0.3233,649.199,0.9276,0.0724,0,normal,204.029,2.713,1
2026-01-01 00:15:40,ENG-001,MISSION-001,takeoff,0.8932,29.899,4372.794,93.226,99.885,4.05,1.373,3.903,0.2582,666.946,0.9563,0.0437,0,normal,211.256,7.2,1
2026-01-01 00:15:50,ENG-001,MISSION-001,takeoff,0.8958,30.071,4272.632,91.282,101.075,3.941,1.371,4.014,0.2706,662.657,0.9518,0.0482,0,normal,209.244,3.565,1
2026-01-01 00:16:00,ENG-001,MISSION-001,takeoff,0.8912,28.636,4350.434,93.321,100.624,4.076,1.395,3.784,0.2583,665.02,0.9493,0.0507,0,normal,205.402,7.977,1
2026-01-01 00:16:10,ENG-001,MISSION-001,takeoff,0.8884,29.502,4274.73,91.492,97.496,4.231,1.381,3.866,0.2821,663.558,0.9432,0.0568,0,normal,210.258,4.313,1
2026-01-01 00:16:20,ENG-001,MISSION-001,takeoff,0.9352,30.56,4442.27,95.086,103.021,3.95,1.428,4.103,0.3244,676.207,0.9179,0.0821,0,normal,203.659,2.72,1
2026-01-01 00:16:30,ENG-001,MISSION-001,takeoff,0.8426,31.45,4240.224,93.023,97.802,4.15,1.367,3.648,0.3056,655.557,0.9411,0.0589,0,normal,205.984,3.897,1
2026-01-01 00:16:40,ENG-001,MISSION-001,takeoff,0.8781,30.11,4242.083,93.546,98.39,4.271,1.404,3.833,0.2567,667.325,0.9314,0.0686,0,normal,202.132,5.441,1
2026-01-01 00:16:50,ENG-001,MISSION-001,takeoff,0.9196,29.31,4323.337,92.887,99.439,4.052,1.376,3.968,0.3275,690.289,0.901,0.099,0,normal,209.793,4.349,1
2026-01-01 00:17:00,ENG-001,MISSION-001,takeoff,0.9243,29.23,4383.308,96.516,99.374,3.946,1.415,3.837,0.2983,680.82,0.9306,0.0694,0,normal,200.912,6.972,1
2026-01-01 00:17:10,ENG-001,MISSION-001,takeoff,0.8302,30.001,4228.593,91.466,100.794,4.143,1.332,3.724,0.3029,663.718,0.9107,0.0893,0,normal,201.282,6.093,1
2026-01-01 00:17:20,ENG-001,MISSION-001,takeoff,0.8691,29.231,4261.853,91.65,98.899,4.022,1.369,3.806,0.2669,654.689,0.9405,0.0595,0,normal,203.15,3.281,1
2026-01-01 00:17:30,ENG-001,MISSION-001,takeoff,0.9275,29.634,4362.351,96.537,100.942,4.078,1.434,4.035,0.2823,665.414,0.9272,0.0728,0,normal,207.896,5.233,1
2026-01-01 00:17:40,ENG-001,MISSION-001,takeoff,0.8978,28.174,4339.651,93.496,98.642,4.147,1.416,3.768,0.2978,667.796,0.9404,0.0596,0,normal,206.83,6.725,1
2026-01-01 00:17:50,ENG-001,MISSION-001,takeoff,0.8868,31.037,4296.639,91.541,103.896,3.918,1.418,3.862,0.3025,671.898,0.9291,0.0709,0,normal,204.601,7.347,1
2026-01-01 00:18:00,ENG-001,MISSION-001,takeoff,0.8724,28.149,4217.462,96.443,101.117,4.087,1.381,3.969,0.327,668.652,0.9077,0.0923,0,normal,206.697,4.37,1
2026-01-01 00:18:10,ENG-001,MISSION-001,takeoff,0.8666,29.035,4234.514,92.201,96.714,4.131,1.367,3.996,0.2664,667.263,0.9537,0.0463,0,normal,203.714,7.547,1
2026-01-01 00:18:20,ENG-001,MISSION-001,takeoff,0.8901,29.707,4302.571,93.784,99.08,4.12,1.378,4.006,0.2846,650.079,0.9145,0.0855,0,normal,204.912,2.216,1
2026-01-01 00:18:30,ENG-001,MISSION-001,takeoff,0.8712,32.016,4305.446,92.38,98.952,4.183,1.327,3.704,0.2205,671.438,0.9178,0.0822,0,normal,207.838,6.06,1
2026-01-01 00:18:40,ENG-001,MISSION-001,takeoff,0.8785,29.156,4335.189,95.117,99.042,4.155,1.411,3.88,0.2349,665.819,0.9326,0.0674,0,normal,202.946,6.692,1
2026-01-01 00:18:50,ENG-001,MISSION-001,takeoff,0.8828,28.9,4316.445,92.125,97.369,4.079,1.373,3.79,0.2578,652.633,0.9477,0.0523,0,normal,201.5,4.551,1
2026-01-01 00:19:00,ENG-001,MISSION-001,takeoff,0.8563,29.074,4248.131,89.775,98.996,4.218,1.373,3.806,0.2506,663.687,0.9201,0.0799,0,normal,204.445,2.066,1
2026-01-01 00:19:10,ENG-001,MISSION-001,takeoff,0.8986,31.761,4338.621,92.836,102.628,3.965,1.408,3.817,0.3002,670.027,0.9307,0.0693,0,normal,204.973,6.122,1
2026-01-01 00:19:20,ENG-001,MISSION-001,takeoff,0.982,26.431,4427.742,99.998,99.642,3.785,1.419,3.972,0.2698,694.234,0.9167,0.0833,0,normal,203.251,4.055,1
2026-01-01 00:19:30,ENG-001,MISSION-001,takeoff,0.8178,28.638,4167.369,92.197,94.778,3.771,1.309,3.631,0.2585,655.602,0.9203,0.0797,0,normal,205.337,2.911,1
2026-01-01 00:19:40,ENG-001,MISSION-001,takeoff,0.8913,33.154,4262.588,93.954,99.801,4.009,1.422,3.967,0.2885,672.89,0.8916,0.1084,0,normal,202.179,2.943,1
2026-01-01 00:19:50,ENG-001,MISSION-001,takeoff,0.8534,30.621,4190.454,94.536,97.561,4.018,1.366,3.795,0.3053,647.235,0.9245,0.0755,0,normal,202.854,6.615,1
2026-01-01 00:20:00,ENG-001,MISSION-001,takeoff,0.9002,28.62,4328.473,95.189,102.914,4.127,1.379,3.935,0.2607,667.675,0.9384,0.0616,0,normal,203.325,3.124,1
2026-01-01 00:20:10,ENG-001,MISSION-001,takeoff,0.8816,29.932,4286.89,93.078,101.101,3.832,1.375,3.874,0.2959,654.164,0.9165,0.0835,0,normal,202.96,4.905,1
2026-01-01 00:20:20,ENG-001,MISSION-001,takeoff,0.9067,30.097,4346.81,94.319,101.898,3.958,1.423,3.966,0.2946,676.613,0.9155,0.0845,0,normal,206.128,7.822,1
2026-01-01 00:20:30,ENG-001,MISSION-001,takeoff,0.9211,31.066,4361.904,96.142,100.74,4.042,1.428,4.032,0.3263,687.176,0.8948,0.1052,0,normal,202.872,6.553,1
2026-01-01 00:20:40,ENG-001,MISSION-001,takeoff,0.8867,32.293,4294.81,92.558,99.629,3.919,1.344,3.847,0.3137,659.065,0.9039,0.0961,0,normal,201.041,5.283,1
2026-01-01 00:20:50,ENG-001,MISSION-001,takeoff,0.9196,30.586,4363.547,95.21,98.174,4.064,1.446,3.973,0.2929,670.978,0.9123,0.0877,0,normal,202.974,5.17,1
2026-01-01 00:21:00,ENG-001,MISSION-001,takeoff,0.7979,29.506,4131.293,90.98,98.164,4.069,1.34,3.798,0.2405,639.379,0.8921,0.1079,0,normal,204.03,3.004,1
2026-01-01 00:21:10,ENG-001,MISSION-001,takeoff,0.9357,31.132,4391.803,92.517,101.889,4.033,1.415,4.011,0.2758,674.623,0.9396,0.0604,0,normal,203.296,4.679,1
2026-01-01 00:21:20,ENG-001,MISSION-001,takeoff,0.8931,29.384,4277.392,93.458,101.686,4.146,1.358,3.883,0.279,670.387,0.9295,0.0705,0,normal,203.011,2.869,1
2026-01-01 00:21:30,ENG-001,MISSION-001,takeoff,0.9177,29.015,4358.643,94.21,99.675,4.166,1.432,3.958,0.2884,670.426,0.9344,0.0656,0,normal,197.322,2.501,1
2026-01-01 00:21:40,ENG-001,MISSION-001,takeoff,0.8373,28.177,4230.203,93.273,97.056,4.147,1.359,3.698,0.2538,657.929,0.9245,0.0755,0,normal,194.689,2.655,1
2026-01-01 00:21:50,ENG-001,MISSION-001,takeoff,0.8509,28.444,4210.374,88.647,97.854,4.049,1.322,3.706,0.2936,663.046,0.942,0.058,0,normal,203.962,5.64,1
2026-01-01 00:22:00,ENG-001,MISSION-001,takeoff,0.8851,29.279,4285.719,93.226,101.066,3.992,1.374,3.89,0.2916,674.924,0.9056,0.0944,0,normal,201.724,3.161,1
2026-01-01 00:22:10,ENG-001,MISSION-001,takeoff,0.8794,28.974,4255.721,92.543,96.317,4.154,1.455,3.793,0.2589,656.763,0.9207,0.0793,0,normal,200.426,2.896,1
2026-01-01 00:22:20,ENG-001,MISSION-001,takeoff,0.8899,30.796,4281.864,95.035,100.654,3.977,1.387,3.848,0.2601,675.356,0.943,0.057,0,normal,202.069,7.203,1
2026-01-01 00:22:30,ENG-001,MISSION-001,takeoff,0.918,29.014,4306.747,94.659,100.024,4.03,1.387,3.869,0.3295,683.844,0.9345,0.0655,0,normal,205.005,2.732,1
2026-01-01 00:22:40,ENG-001,MISSION-001,takeoff,0.8182,26.713,4215.543,94.033,94.691,4.092,1.307,3.683,0.2932,660.331,0.9103,0.0897,0,normal,203.574,6.234,1
2026-01-01 00:22:50,ENG-001,MISSION-001,takeoff,0.9141,29.265,4369.378,96.306,96.77,3.991,1.444,4.014,0.3254,674.01,0.9006,0.0994,0,normal,202.299,4.502,1
